,id,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
343350,343351,OO,6852,ACV,SFO,1,1080,80,0
221926,221927,9E,3899,DTW,EVV,1,1190,93,1
114466,114467,DL,123,JFK,ATL,2,945,171,0
297691,297692,XE,2678,IAH,PBI,6,477,138,1
112451,112452,EV,5518,ATL,TYS,2,835,57,1
335519,335520,MQ,4348,XNA,ORD,1,675,105,0
129784,129785,XE,3118,EWR,CHS,3,835,124,1
531209,531210,F9,465,PIE,MKE,5,723,168,1
424938,424939,DL,1132,LGA,RSW,6,810,197,1
480569,480570,US,1550,PHX,CLT,2,950,225,1
483981,483982,WN,2033,MCO,CMH,2,1130,135,1
249030,249031,DL,2535,LGA,MSY,3,775,211,0
191519,191520,WN,3307,MDW,SAN,7,530,275,0
336146,336147,OH,6392,IAH,MEM,1,705,102,1
253817,253818,OO,6533,IDA,DEN,3,1030,89,0
421667,421668,EV,5046,ATL,AGS,6,615,62,0
472676,472677,9E,3835,LGA,SAV,2,540,155,1
137793,137794,DL,1212,OGG,LAX,3,1355,310,0
434282,434283,OO,6526,LAX,PHX,7,462,83,1
207711,207712,WN,1681,PIT,MDW,1,445,110,1
290908,290909,WN,237,LAX,MDW,5,1060,230,1
359513,359514,AA,1159,OKC,DFW,2,975,65,1
160652,160653,OO,6736,RAP,DEN,5,574,76,1
90544,90545,AS,151,OME,ANC,1,606,89,0
324975,324976,WN,3655,TPA,STL,7,1080,150,1
7040,7041,WN,1678,DEN,RNO,3,705,145,1
343142,343143,UA,447,PHL,SFO,1,1070,387,1
435616,435617,WN,15,BWI,LAX,7,530,355,1
369371,369372,B6,331,BDL,MCO,3,528,178,1
532429,532430,US,259,PHX,PHL,5,790,266,1
67704,67705,MQ,3752,ORD,CLE,6,1285,75,1
239608,239609,AA,1349,DFW,FAT,2,1210,215,1
500264,500265,AA,1617,DCA,DFW,3,1016,215,1
416576,416577,WN,1626,BWI,BOS,5,1175,85,1
62139,62140,9E,4050,DTW,SBN,6,830,60,0
328219,328220,DL,2451,ATL,SDF,7,1300,86,1
196390,196391,B6,282,LGB,LAS,7,794,67,0
381231,381232,OO,4871,MCI,SLC,3,1146,167,1
401144,401145,OO,6549,RDM,SFO,4,1225,101,0
64194,64195,WN,594,DAL,HOU,6,960,65,0
31777,31778,YV,2757,PHX,BUR,4,1067,87,0
520789,520790,AS,39,MSP,SEA,4,1120,228,0
289302,289303,UA,176,ORD,IAD,5,981,117,1
442677,442678,CO,450,EWR,AUS,7,910,268,0
249042,249043,MQ,4155,ORD,DTW,3,775,80,0
398206,398207,US,369,PHX,SMF,4,1060,118,1
192953,192954,WN,728,PVD,LAS,7,610,375,0
285492,285493,WN,238,DEN,SAN,5,780,145,1
62014,62015,EV,5514,ATL,MEI,6,821,73,0
523795,523796,CO,369,LAS,EWR,4,1345,274,0
76847,76848,US,1728,MCO,CLT,7,835,96,0
521338,521339,AA,2495,DTW,DFW,4,1150,180,0
530501,530502,XE,5895,ATW,ORD,5,685,60,0
366552,366553,FL,1630,DCA,MCO,3,390,148,1
232361,232362,CO,32,MSY,IAH,2,810,75,0
200379,200380,WN,1727,STL,OMA,7,1005,75,1
105644,105645,WN,1115,BWI,MDW,2,465,130,1
532594,532595,MQ,3992,XNA,ORD,5,800,105,1
284333,284334,MQ,3830,ORD,IAH,5,720,165,1
105180,105181,9E,3929,AZO,MSP,2,445,106,0
350544,350545,DL,1503,CLT,ATL,2,510,93,0
35281,35282,OO,6281,DEN,RNO,4,1309,139,0
281874,281875,XE,2635,MHT,CLE,5,595,112,1
402883,402884,EV,5581,GRK,ATL,5,360,131,0
358079,358080,EV,5440,ATL,GNV,2,898,77,1
12798,12799,XE,2637,DAL,IAH,3,1019,69,0
502232,502233,DL,2058,MCO,JFK,3,1115,157,1
160209,160210,OO,6546,MFR,PDX,5,549,74,0
510663,510664,XE,2697,ROC,EWR,4,593,72,0
304378,304379,AA,1374,ORD,MIA,6,850,185,1
223755,223756,B6,1133,SYR,JFK,2,360,85,0
398937,398938,CO,1663,RSW,IAH,4,1100,162,0
113449,113450,DL,1594,ATL,PHL,2,890,135,0
475782,475783,AA,2229,DFW,HDN,2,700,140,1
242092,242093,DL,1979,BHM,ATL,3,405,69,1
4667,4668,MQ,3977,ORD,CID,3,580,65,0
279792,279793,EV,5109,BTR,ATL,5,490,98,0
204702,204703,MQ,4327,TVC,MQT,7,1255,45,0
273851,273852,OH,6310,CVG,PHL,4,1135,107,1
97890,97891,WN,925,TUS,DEN,1,990,115,0
528394,528395,WN,1192,BWI,SDF,5,575,115,1
25167,25168,WN,1123,MDW,FLL,4,720,180,0
336702,336703,AA,1630,DFW,LAS,1,735,180,1
368688,368689,UA,425,IAD,SAT,3,496,228,0
119132,119133,DL,2953,SLC,OAK,2,1203,120,0
60194,60195,FL,1283,TPA,FNT,6,713,161,0
344257,344258,AA,1213,MSP,DFW,1,1135,155,0
117942,117943,FL,357,LGA,ATL,2,1138,157,0
348932,348933,MQ,3638,MIA,CMH,2,425,160,0
506693,506694,MQ,4187,DSM,ORD,4,390,85,0
279531,279532,XE,2470,IAH,MSP,5,478,170,1
334814,334815,FL,1103,RSW,CMH,1,639,139,1
10951,10952,WN,24,BHM,BNA,3,915,55,1
384990,384991,AA,810,SFO,ORD,4,385,255,0
521654,521655,DL,1146,PIT,DTW,4,1165,83,1
128946,128947,YV,2878,PHX,ELP,3,790,75,0
212960,212961,WN,3771,MDW,PIT,1,710,75,1
101152,101153,YV,1962,ITO,HNL,1,1165,47,0
264481,264482,MQ,3808,ORD,ABQ,4,645,180,0
254448,254449,MQ,4194,AZO,ORD,3,1060,60,0
46281,46282,AA,1624,LAX,ORD,5,885,245,1
512021,512022,WN,662,SEA,RNO,4,660,95,1
136013,136014,WN,2101,MCO,ISP,3,1170,145,1
345851,345852,UA,587,SFO,SNA,1,1223,93,1
206363,206364,WN,3756,LAX,SMF,1,375,80,1
493837,493838,B6,362,PBI,LGA,3,678,162,0
6435,6436,MQ,3611,MIA,BHM,3,675,125,0
241335,241336,OO,6495,COS,LAX,3,364,161,0
49089,49090,MQ,3948,OMA,ORD,5,1030,105,0
170171,170172,WN,868,LAS,BUR,5,1065,65,1
293820,293821,WN,393,OAK,SNA,5,1220,80,1
156836,156837,DL,1212,LAX,MSP,5,380,220,1
240029,240030,OO,3044,MKE,DSM,2,1250,68,0
511426,511427,F9,370,DEN,MKE,4,630,133,1
152616,152617,US,307,CLT,LAS,4,1095,300,0
453114,453115,WN,157,ONT,PHX,1,485,65,1
140281,140282,WN,1136,LAX,SFO,4,455,80,1
35066,35067,WN,3673,SJC,LAS,4,1285,75,1
244716,244717,CO,220,IAH,PHX,3,540,179,0
58809,58810,DL,2684,MIA,DCA,6,633,146,0
280214,280215,US,1494,MIA,CLT,5,510,127,0
255650,255651,MQ,2773,DFW,ABI,3,1130,50,0
326135,326136,WN,2979,MCI,MDW,7,1145,80,0
529412,529413,CO,1033,LGA,IAH,5,630,251,1
434315,434316,DL,1016,ATL,MDW,7,465,113,1
374417,374418,MQ,4315,CLE,ORD,3,790,95,1
299556,299557,WN,2403,IND,TPA,6,575,140,1
400181,400182,OO,6927,DEN,MOT,4,1166,102,1
336847,336848,MQ,3828,ORD,DCA,1,740,110,0
358899,358900,OO,6349,PDX,LAX,2,940,140,0
318604,318605,DL,1690,ATL,BDL,7,745,142,0
365005,365006,OO,4452,SLC,LWS,2,1310,100,0
466498,466499,OO,6490,CID,DEN,1,1184,133,0
144900,144901,WN,1370,MKE,MCI,4,690,95,0
391820,391821,F9,487,MCO,MKE,4,727,169,0
197410,197411,XE,2182,COS,IAH,7,845,129,1
420114,420115,CO,724,CLE,EWR,6,520,89,0
326211,326212,DL,1068,MSP,CLT,7,1150,142,0
301370,301371,WN,3482,RSW,MCO,6,675,50,1
386383,386384,US,139,ANC,PHX,4,450,338,0
334458,334459,MQ,4493,STL,JFK,1,620,155,0
219100,219101,WN,1051,ALB,BWI,1,1035,75,1
347325,347326,9E,3875,GSP,DTW,2,360,114,0
187597,187598,FL,1469,MDW,MCO,6,1199,156,0
346951,346952,US,1550,CLT,RDU,1,1360,54,1
43084,43085,CO,1832,IAH,LGA,5,715,199,1
484045,484046,DL,2829,ATL,SEA,2,1135,330,1
321013,321014,XE,2109,EWR,DTW,7,875,119,0
154110,154111,WN,3833,PHX,LAX,4,1175,85,1
296866,296867,9E,4185,PIT,MEM,6,430,143,0
538973,538974,F9,589,DEN,SLC,5,1270,85,1
101638,101639,MQ,4026,GRB,MQT,1,1195,40,1
497931,497932,9E,4006,MEM,CVG,3,895,92,1
62643,62644,XE,2387,GSO,IAH,6,860,177,0
16737,16738,FL,1468,MCO,MDW,3,1248,165,0
68789,68790,B6,1012,JFK,BOS,7,390,65,1
489589,489590,OO,7759,SLC,EKO,3,457,71,1
80294,80295,OH,6350,DSM,MSP,7,1020,66,1
91109,91110,MQ,3851,ORD,ATL,1,635,120,1
48483,48484,OO,6237,LAS,FAT,5,999,88,0
307044,307045,OO,4768,SLC,SEA,6,1005,133,1
313418,313419,CO,655,PIT,IAH,7,470,216,0
141338,141339,FL,1032,PIT,RSW,4,510,189,0
480871,480872,XE,2516,CLE,ROC,2,965,62,1
108892,108893,WN,1268,MKE,LAS,2,640,240,0
303657,303658,OO,6756,FAR,ORD,6,808,112,0
378750,378751,DL,2139,DCA,ATL,3,1020,122,0
391473,391474,WN,2706,SLC,OAK,4,710,125,1
311657,311658,UA,468,SEA,SFO,7,360,128,0
166089,166090,WN,739,BUF,TPA,5,855,175,1
50647,50648,DL,2301,BOS,ATL,5,1110,186,0
353925,353926,US,1101,CLT,DFW,2,680,173,0
378150,378151,EV,4976,FAY,ATL,3,989,94,1
247771,247772,B6,576,MCO,SWF,3,705,155,0
144986,144987,US,1822,CLT,BOS,4,695,122,0
153099,153100,FL,124,TPA,ATL,4,1125,95,0
266506,266507,YV,2745,ABQ,PHX,4,745,81,0
442457,442458,OO,6440,LAX,COS,7,899,126,1
524359,524360,DL,1950,SEA,SLC,5,360,122,0
427598,427599,FL,604,RSW,BWI,6,966,140,0
397544,397545,DL,2441,DCA,TPA,4,1030,148,0
429669,429670,WN,1114,BWI,MDW,6,1100,135,0
66482,66483,CO,1776,IAH,PHL,6,1130,185,1
10828,10829,MQ,3925,LEX,ORD,3,910,90,1
394597,394598,OO,6841,MSN,ORD,4,878,55,1
312591,312592,US,1633,PHL,MCO,7,420,149,1
383638,383639,FL,61,ATL,LAX,3,1330,320,1
113867,113868,WN,1599,STL,BHM,2,910,75,1
169668,169669,FL,68,ATL,IAD,5,1043,100,0
527267,527268,OO,6467,LAX,SMF,5,515,84,0
38052,38053,XE,2973,TUL,IAH,5,455,92,0
272595,272596,OH,6447,BWI,CVG,4,1065,115,0
454114,454115,HA,47,OAK,HNL,1,535,335,0
245340,245341,EV,4975,CVG,ATL,3,575,100,0
132594,132595,AA,257,JFK,LAS,3,990,360,1
420497,420498,UA,761,ORD,SFO,6,540,291,1
342347,342348,WN,541,LAX,SJC,1,1030,65,1
289548,289549,AA,1623,MCO,DFW,5,995,180,1
261403,261404,MQ,4238,CMH,ORD,4,490,95,0
125179,125180,EV,5014,ATL,HPN,3,590,149,1
21220,21221,AS,4,SEA,DCA,4,520,298,0
30873,30874,OO,6578,BIS,DEN,4,1022,102,0
464621,464622,US,2139,BOS,LGA,1,1080,81,0
465145,465146,CO,529,DEN,EWR,1,1110,221,0
47446,47447,AA,431,MIA,TPA,5,945,60,0
506164,506165,YV,7263,ATL,IAD,4,360,100,0
366027,366028,XE,5972,CAK,ORD,3,360,95,0
250579,250580,YV,7296,BDL,IAD,3,858,88,0
398452,398453,DL,1285,ATL,PBI,4,1075,107,0
535813,535814,MQ,2867,DFW,XNA,5,990,70,0
432881,432882,CO,329,CLT,EWR,7,390,112,1
288349,288350,US,732,MCO,CLT,5,930,98,0
183150,183151,UA,657,DEN,SEA,6,874,177,0
329666,329667,UA,759,JAX,ORD,1,377,155,0
259189,259190,WN,1155,ONT,PHX,4,375,70,0
50041,50042,DL,1285,ATL,PBI,5,1076,110,0
294395,294396,F9,266,DEN,SNA,5,1270,140,1
536492,536493,WN,1804,SJC,LAS,5,1035,85,1
140911,140912,MQ,4238,CMH,ORD,4,490,95,1
294762,294763,OO,7050,DEN,RNO,5,1306,138,1
310858,310859,DL,1038,ATL,IND,6,1315,99,0
255306,255307,UA,158,PDX,SFO,3,1109,107,1
225505,225506,CO,1097,IAH,LAS,2,440,204,1
100789,100790,WN,2631,LAS,SMF,1,1145,95,1
279813,279814,WN,1611,MCO,BWI,5,490,130,0
79986,79987,AS,631,TUS,SEA,7,1005,190,1
10825,10826,MQ,3209,DFW,TYS,3,910,120,0
391720,391721,UA,75,SFO,HNL,4,723,327,1
34167,34168,B6,38,JFK,ROC,4,1200,86,0
245088,245089,WN,1264,LAS,DEN,3,560,115,1
67487,67488,AA,1805,DFW,PHX,6,1235,155,0
159522,159523,EV,4956,MEM,BOS,5,515,168,0
310397,310398,CO,410,IAH,EWR,6,1250,192,1
398981,398982,WN,3415,PDX,SLC,4,1100,105,1
402707,402708,EV,7101,DAY,IAD,5,350,90,1
423822,423823,CO,259,DCA,IAH,6,740,210,0
66656,66657,OO,4655,MSP,RST,6,1140,42,1
464930,464931,YV,2778,PHX,PSP,1,1095,92,0
44479,44480,9E,3879,ATL,FWA,5,788,95,0
459036,459037,WN,178,PDX,SMF,1,790,85,1
87959,87960,AA,1777,JFK,MCO,1,479,180,0
242952,242953,DL,1545,DCA,DTW,3,450,100,0
175919,175920,MQ,3776,MSY,ORD,6,450,145,0
256814,256815,9E,4032,DTW,BUF,3,1195,80,1
526521,526522,AA,1234,MIA,TPA,5,480,55,0
278880,278881,WN,437,BHM,BWI,5,440,110,0
496292,496293,OH,6760,PHL,CVG,3,805,127,1
477964,477965,9E,4270,CVG,FWA,2,815,56,0
391061,391062,OO,4471,SEA,SLC,4,690,114,0
403220,403221,OO,4729,MFR,SLC,5,370,111,1
316031,316032,OO,4600,SFO,SLC,7,610,120,1
528676,528677,OO,6821,RDD,SFO,5,594,69,0
410314,410315,DL,2125,BWI,ATL,5,750,127,0
118037,118038,WN,2549,DEN,IND,2,1140,145,0
270688,270689,DL,2988,MCO,CVG,4,970,133,1
58152,58153,YV,2894,PHX,DRO,6,596,113,1
486876,486877,DL,1277,ATL,CHS,2,1365,67,1
49624,49625,EV,5024,ATL,AGS,5,1055,54,0
410394,410395,AS,876,HNL,PDX,5,755,330,1
103634,103635,XE,2231,JAN,IAH,2,360,77,0
393886,393887,UA,683,LGA,ORD,4,839,156,1
330079,330080,EV,4955,HSV,MEM,1,400,70,0
222056,222057,YV,2817,LAX,LAS,1,1195,64,0
196870,196871,9E,4317,MEM,LBB,7,820,120,1
515609,515610,AA,1914,DFW,JAX,4,850,130,0
470727,470728,DL,104,ATL,DTW,2,440,120,1
53126,53127,CO,1686,SNA,EWR,5,1275,290,0
106475,106476,OO,6378,SBA,SFO,2,510,80,0
367316,367317,FL,227,LAS,MKE,3,425,208,0
104399,104400,WN,3494,LAS,LAX,2,400,65,0
363703,363704,US,1776,CLT,BOS,2,1192,123,1
176428,176429,UA,202,SFO,LAX,6,480,95,0
100280,100281,AA,1492,DFW,MCO,1,1120,140,1
501532,501533,DL,2331,LGA,DTW,3,1077,130,1
192462,192463,OO,6821,RDD,SFO,7,588,69,0
537470,537471,B6,1218,BUF,BOS,5,1102,83,1
520015,520016,WN,408,BWI,BOS,4,1075,90,1
162328,162329,OO,6890,BOI,LAX,5,660,131,0
110014,110015,WN,1221,FLL,PVD,2,700,180,0
214836,214837,MQ,4309,SYR,ORD,1,810,130,1
329813,329814,WN,609,ABQ,PHX,1,385,80,0
420577,420578,WN,113,FLL,BNA,6,545,145,0
203435,203436,OH,6365,DTW,CVG,7,1165,81,0
393047,393048,AA,370,ORD,LGA,4,795,125,0
212036,212037,MQ,3964,BWI,ORD,1,665,130,1
472183,472184,EV,5157,ATL,XNA,2,515,123,0
113848,113849,MQ,3252,MOB,DFW,2,910,110,0
108677,108678,CO,251,AUS,EWR,2,630,222,0
449724,449725,US,1940,CLT,ALB,7,1335,112,1
316418,316419,F9,232,DEN,BNA,7,630,150,1
43300,43301,AA,374,ORD,LGA,5,725,125,0
491597,491598,US,1920,JAX,CLT,3,560,86,1
223432,223433,DL,1131,ATL,SAV,1,1366,60,0
411121,411122,US,586,PHX,LAS,5,795,71,1
375563,375564,HA,348,HNL,KOA,3,851,44,0
193771,193772,OO,6890,BOI,LAX,7,658,131,0
103211,103212,EV,5532,CAE,ATL,2,330,64,0
97030,97031,WN,1489,PBI,TPA,1,945,55,0
490344,490345,AA,270,HNL,LAX,3,500,330,1
417416,417417,DL,1063,LAX,MCO,5,1360,278,0
291067,291068,US,1409,PHX,SFO,5,1070,122,1
428837,428838,OH,6756,JFK,CVG,6,1045,166,0
458600,458601,EV,5461,TUL,ATL,1,770,109,1
510726,510727,WN,210,LAS,PHX,4,595,70,1
373595,373596,MQ,4269,ORD,CMH,3,745,75,1
93279,93280,MQ,2971,GSO,DFW,1,745,195,0
450061,450062,HA,206,HNL,OGG,1,300,36,0
362734,362735,US,665,SNA,PHX,2,1140,77,0
95001,95002,9E,3843,DTW,AZO,1,840,53,1
484570,484571,AA,1283,MIA,ORD,2,1160,195,1
437609,437610,AA,1487,ORD,RNO,7,640,255,1
70558,70559,UA,977,IAD,DEN,7,500,253,0
391651,391652,OO,6906,DEN,BOI,4,720,128,1
12756,12757,WN,425,MCO,PHL,3,1015,150,1
486222,486223,US,678,PHX,BOI,2,1270,130,0
439485,439486,WN,3020,LAS,ABQ,7,735,90,1
493614,493615,WN,2265,LAS,SAN,3,665,70,0
162169,162170,OO,6582,PSP,SFO,5,653,91,1
522573,522574,AA,1226,MIA,LGA,4,1220,165,1
378547,378548,EV,5021,LIT,ATL,3,1010,99,0
29440,29441,DL,2250,LAS,MSP,4,950,187,0
198021,198022,WN,985,HOU,MCO,7,880,130,1
503587,503588,XE,2836,EWR,DCA,3,1185,76,1
286255,286256,UA,188,ORD,TPA,5,820,165,1
89686,89687,YV,2681,CLT,SRQ,1,564,107,0
428688,428689,XE,2396,EWR,DTW,6,1035,122,0
370493,370494,DL,2742,ATL,EWR,3,590,139,1
363546,363547,9E,3784,MEM,COU,2,1185,79,0
488411,488412,WN,122,SJC,LAX,3,400,75,1
160685,160686,EV,7305,MEM,STL,5,575,71,0
278025,278026,WN,321,SAN,BWI,5,400,295,1
792,793,WN,697,LBB,AUS,3,375,70,0
76827,76828,EV,5285,GSO,ATL,7,835,95,1
94905,94906,9E,3734,IAH,ATL,1,835,125,1
55798,55799,XE,5970,ORD,IND,6,460,55,1
231929,231930,US,1712,CLT,DCA,2,785,74,0
495628,495629,WN,3512,PHX,DTW,3,770,240,1
295343,295344,OO,6438,FAT,SFO,6,330,45,1
241905,241906,WN,971,LAS,ONT,3,390,55,1
229617,229618,MQ,4532,BNA,DCA,2,660,95,0
522823,522824,F9,860,PHX,DEN,4,1237,103,1
467205,467206,AA,763,DFW,MFE,1,1230,90,1
209350,209351,FL,133,ATL,TPA,1,525,84,1
473805,473806,DL,1925,BWI,ATL,2,600,125,1
355441,355442,FL,734,MKE,ATL,2,756,121,1
63309,63310,WN,1823,STL,MDW,6,900,60,0
19758,19759,XE,3083,IAH,MKE,4,445,153,0
504117,504118,WN,1171,OAK,SAN,3,1220,80,1
35812,35813,XE,2919,LFT,IAH,5,345,58,0
448488,448489,US,1022,CLT,RIC,7,1220,68,1
120082,120083,DL,1129,ATL,ORF,2,1307,98,0
387372,387373,DL,1223,ATL,RSW,4,505,109,1
136874,136875,US,497,CLT,DEN,3,1230,228,0
284933,284934,DL,1382,LGA,BOS,5,750,67,0
231403,231404,DL,2265,ATL,MEM,2,755,88,1
515513,515514,XE,2145,OMA,IAH,4,841,140,1
44390,44391,XE,2957,DFW,IAH,5,784,67,0
195197,195198,XE,2561,PNS,IAH,7,728,100,1
229371,229372,WN,997,PHX,BOS,2,645,300,1
78758,78759,DL,2643,EWR,ATL,7,937,155,0
468219,468220,FL,182,ATL,DCA,1,1330,94,0
516531,516532,XE,3009,EWR,MKE,4,899,147,0
274503,274504,UA,779,DEN,LAS,4,1166,126,1
93949,93950,AS,305,SFO,SEA,1,785,128,0
494806,494807,DL,2551,LGA,PBI,3,725,185,1
48199,48200,OH,6272,CVG,CMH,5,985,50,0
303519,303520,OO,6219,LAX,DFW,6,797,177,1
1559,1560,CO,618,EWR,TPA,3,420,179,1
269599,269600,OO,4549,SLC,SFO,4,910,125,1
450683,450684,CO,1093,CMH,IAH,1,365,187,0
974,975,FL,234,RIC,ATL,3,388,107,0
430765,430766,FL,180,RSW,ATL,6,1186,104,0
471828,471829,OO,6673,SFO,MRY,2,499,42,0
294251,294252,XE,2353,IAH,ATL,5,1255,110,1
11284,11285,OH,6456,LEX,ATL,3,935,90,0
338029,338030,WN,1082,SAN,HOU,1,805,180,1
473294,473295,WN,505,PDX,SMF,2,570,85,1
438024,438025,YV,2901,CHS,CLT,7,660,69,1
123574,123575,DL,2585,ATL,PNS,3,505,80,1
384325,384326,EV,7080,ALB,IAD,4,360,96,0
135883,135884,DL,2277,MEM,DFW,3,1165,103,1
25084,25085,FL,500,LGA,MKE,4,719,143,1
108832,108833,WN,973,DEN,BNA,2,635,145,0
477820,477821,XE,2225,OKC,IAH,2,805,84,1
103037,103038,B6,318,OAK,IAD,1,1365,294,0
321272,321273,MQ,3677,CMH,MIA,7,890,170,1
87848,87849,UA,365,DTW,ORD,1,470,85,0
67940,67941,US,1532,SEA,CLT,6,1340,280,1
443788,443789,EV,5099,ATL,GSO,7,970,77,1
504,505,XE,3037,CHS,IAH,3,360,167,0
297099,297100,OO,6626,HLN,DEN,6,443,113,1
125108,125109,OO,4646,SLC,STL,3,585,165,0
164164,164165,WN,32,HRL,HOU,5,750,60,0
155957,155958,B6,723,JFK,BQN,4,1425,216,1
413010,413011,WN,121,SAT,HOU,5,905,50,1
19087,19088,OH,6590,IAD,CVG,4,415,110,0
426046,426047,MQ,3980,ORD,ICT,6,875,120,0
50911,50912,WN,1723,SAN,PHX,5,1125,70,1
320708,320709,OO,4602,SLC,FCA,7,860,110,0
91202,91203,OH,6600,STL,JFK,1,640,145,0
367032,367033,9E,4098,PIT,CVG,3,420,80,0
91453,91454,WN,1078,BUR,OAK,1,655,70,1
276353,276354,US,959,CLT,FLL,4,1329,115,1
327154,327155,WN,1224,TPA,PIT,7,1200,140,1
197898,197899,MQ,3738,ORD,EWR,7,875,144,0
87650,87651,F9,383,FLL,DEN,1,460,268,1
219595,219596,DL,1151,SFO,HNL,1,1060,330,1
123157,123158,US,989,CLT,FLL,3,480,119,0
230886,230887,WN,1294,SEA,SMF,2,725,105,1
395720,395721,DL,345,BDL,MCO,4,935,180,1
130777,130778,MQ,4485,LGA,DTW,3,890,125,0
232548,232549,9E,4277,MEM,AMA,2,820,120,0
239889,239890,OO,4443,CVG,MKE,2,1235,75,0
496325,496326,OO,6682,DEN,ICT,3,807,77,0
369589,369590,DL,1598,FLL,LGA,3,540,170,0
28469,28470,WN,2807,ABQ,HOU,4,895,120,0
66059,66060,MQ,4120,ORD,TYS,6,1090,95,1
444632,444633,WN,161,MDW,MCI,7,1015,90,1
273681,273682,WN,1116,RNO,OAK,4,1125,55,1
440009,440010,WN,2814,MCI,SEA,7,765,255,1
180268,180269,WN,141,BWI,RDU,6,695,65,0
358916,358917,WN,2706,BWI,TPA,2,940,150,1
488436,488437,XE,2291,PHL,CLE,3,402,88,1
302834,302835,WN,761,LAX,SFO,6,755,80,1
489074,489075,WN,3934,MDW,BNA,3,430,85,1
194533,194534,CO,496,LAS,IAH,7,695,175,0
237583,237584,F9,411,DEN,LAX,2,1090,147,0
83624,83625,WN,637,PIT,PHL,7,1195,85,1
18580,18581,WN,792,DTW,BNA,4,385,105,1
482503,482504,EV,5101,ATL,ILM,2,1050,79,0
160491,160492,OO,4594,MSP,COS,5,565,126,1
113104,113105,WN,723,MHT,BWI,2,870,100,0
269062,269063,AS,583,SNA,PDX,4,885,148,0
225049,225050,B6,1060,AUS,JFK,2,420,205,0
511469,511470,WN,3576,FLL,PVD,4,630,175,1
381090,381091,US,1229,DCA,CLT,3,1140,87,0
445891,445892,US,755,PHL,MIA,7,1075,179,0
145635,145636,AA,1701,AUS,DFW,4,730,65,0
203328,203329,AA,1967,ORD,MCO,7,1160,160,0
306990,306991,B6,14,FLL,JFK,6,1001,175,1
42460,42461,EV,5391,ATL,AVL,5,682,61,0
161724,161725,9E,3710,DTW,ELM,5,630,78,1
418376,418377,MQ,4243,RDU,ORD,6,400,140,0
82496,82497,YV,2834,BUR,PHX,7,1135,92,0
25847,25848,WN,3405,RNO,LAS,4,755,80,1
204530,204531,WN,774,STL,OMA,7,1235,75,1
66879,66880,FL,463,BWI,ATL,6,1160,125,0
196731,196732,OO,4821,RDM,SLC,7,810,95,0
374345,374346,OO,6340,ORD,AVL,3,786,105,1
182554,182555,B6,1216,BUF,BOS,6,835,78,0
296832,296833,WN,1430,OAK,MDW,6,425,250,1
515212,515213,DL,1031,RSW,DTW,4,827,173,0
225175,225176,US,433,LAS,PHL,2,420,280,0
35897,35898,AA,548,LAX,ORD,5,360,240,0
453564,453565,MQ,4439,LGA,RDU,1,510,110,0
155225,155226,US,1755,PHL,DCA,4,1264,56,0
194418,194419,AA,726,DFW,LGA,7,690,195,1
267866,267867,OO,7776,SLC,RKS,4,820,59,0
515977,515978,MQ,3351,DFW,LBB,4,870,70,1
393531,393532,OH,6759,CVG,ORD,4,820,85,0
291651,291652,MQ,3618,TLH,MIA,5,1100,80,0
170017,170018,XE,5898,ROA,ORD,5,1059,116,0
479436,479437,XE,2960,CLT,IAH,2,892,176,1
200843,200844,HA,9,LAX,HNL,7,1030,355,0
111772,111773,FL,366,ATL,LGA,2,798,120,0
341411,341412,MQ,4568,BNA,DCA,1,985,95,0
235669,235670,CO,45,EWR,MIA,2,990,190,1
280551,280552,FL,671,MKE,MCO,5,525,177,1
55906,55907,B6,592,MCO,HPN,6,470,152,0
136047,136048,9E,3896,DTW,FSD,3,1175,140,0
76540,76541,B6,71,JFK,TPA,7,820,180,0
124932,124933,MQ,3312,SPS,DFW,3,575,45,0
377149,377150,AA,1930,MIA,BOS,3,935,190,1
337415,337416,AA,788,MIA,STX,1,775,155,1
463396,463397,WN,261,DEN,FLL,1,1020,230,1
150273,150274,WN,3586,BWI,SAN,4,975,360,0
511073,511074,OO,7784,SLC,SUN,4,613,76,0
368400,368401,WN,1046,TPA,MCI,3,480,175,0
260609,260610,CO,9,BOS,EWR,4,450,80,0
247673,247674,B6,1104,RDU,JFK,3,700,83,1
374454,374455,WN,670,OAK,SAN,3,790,80,0
20960,20961,OO,6506,LAX,BOI,4,509,119,1
180866,180867,WN,1405,PHL,MDW,6,730,140,1
332469,332470,UA,675,ORD,DEN,1,519,177,0
179535,179536,DL,2830,DEN,MSP,6,660,115,0
202806,202807,DL,2081,MDW,ATL,7,1135,116,1
294572,294573,OO,4877,SLC,BZN,5,1290,73,1
338979,338980,WN,882,BWI,ORF,1,855,50,0
384246,384247,B6,371,LGA,FLL,4,360,174,0
188096,188097,FL,587,BWI,GRR,6,1295,105,1
212781,212782,WN,922,PHX,IND,1,700,210,1
393999,394000,XE,2387,GSO,IAH,4,844,182,1
266172,266173,DL,2781,IND,MSP,4,730,116,0
249966,249967,UA,160,DEN,OMA,3,824,88,0
120725,120726,MQ,3325,DSM,DFW,3,360,130,0
173964,173965,MQ,3243,DFW,JAN,5,1355,75,0
376806,376807,WN,1386,PHX,LAX,3,915,85,1
275210,275211,WN,1225,HOU,BHM,4,1205,90,1
